SearchBayesianSkopt: Resuming 'SLIMElasticNetRecommender' Failed, no such file exists.
SearchBayesianSkopt: New best config found. Config 0: {'l1_ratio': 0.0012348546776512251, 'topK': 1459, 'alpha': 0.06964542194937692, 'workers': 2, 'mw': 5} - results: PRECISION: 0.0436229, PRECISION_RECALL_MIN_DEN: 0.0688891, RECALL: 0.0635791, MAP: 0.0191777, MAP_MIN_DEN: 0.0300562, MRR: 0.1373283, NDCG: 0.0648991, F1: 0.0517435, HIT_RATE: 0.3117595, ARHR_ALL_HITS: 0.1616262, NOVELTY: 0.0039542, AVERAGE_POPULARITY: 0.2992674, DIVERSITY_MEAN_INTER_LIST: 0.8565554, DIVERSITY_HERFINDAHL: 0.9856493, COVERAGE_ITEM: 0.1111519, COVERAGE_ITEM_HIT: 0.0159546, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.3072211, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0081444, SHANNON_ENTROPY: 7.4394439, RATIO_DIVERSITY_HERFINDAHL: 0.9859714, RATIO_DIVERSITY_GINI: 0.0168545, RATIO_SHANNON_ENTROPY: 0.5523059, RATIO_AVERAGE_POPULARITY: 5.3380808, RATIO_NOVELTY: 0.2689395, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'l1_ratio': 4.632358992796503e-05, 'topK': 4479, 'alpha': 0.036290046352933716, 'workers': 2, 'mw': 9} - results: PRECISION: 0.0447565, PRECISION_RECALL_MIN_DEN: 0.0703589, RECALL: 0.0648960, MAP: 0.0196401, MAP_MIN_DEN: 0.0306416, MRR: 0.1403786, NDCG: 0.0662796, F1: 0.0529767, HIT_RATE: 0.3188533, ARHR_ALL_HITS: 0.1653887, NOVELTY: 0.0040121, AVERAGE_POPULARITY: 0.2785708, DIVERSITY_MEAN_INTER_LIST: 0.8815382, DIVERSITY_HERFINDAHL: 0.9881474, COVERAGE_ITEM: 0.1099686, COVERAGE_ITEM_HIT: 0.0181581, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.3142116, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0093242, SHANNON_ENTROPY: 7.7271835, RATIO_DIVERSITY_HERFINDAHL: 0.9884703, RATIO_DIVERSITY_GINI: 0.0192959, RATIO_SHANNON_ENTROPY: 0.5736677, RATIO_AVERAGE_POPULARITY: 4.9689124, RATIO_NOVELTY: 0.2728774, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'l1_ratio': 0.09186373514166264, 'topK': 3956, 'alpha': 0.03774592345627842, 'workers': 2, 'mw': 2} - results: PRECISION: 0.0304446, PRECISION_RECALL_MIN_DEN: 0.0469990, RECALL: 0.0430880, MAP: 0.0140621, MAP_MIN_DEN: 0.0217438, MRR: 0.1064458, NDCG: 0.0468274, F1: 0.0356794, HIT_RATE: 0.2281703, ARHR_ALL_HITS: 0.1220252, NOVELTY: 0.0044506, AVERAGE_POPULARITY: 0.2719143, DIVERSITY_MEAN_INTER_LIST: 0.7956349, DIVERSITY_HERFINDAHL: 0.9795577, COVERAGE_ITEM: 0.0063655, COVERAGE_ITEM_HIT: 0.0044069, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.2248487, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0020062, SHANNON_ENTROPY: 6.0235341, RATIO_DIVERSITY_HERFINDAHL: 0.9798778, RATIO_DIVERSITY_GINI: 0.0041518, RATIO_SHANNON_ENTROPY: 0.4471884, RATIO_AVERAGE_POPULARITY: 4.8501806, RATIO_NOVELTY: 0.3027045, 
SearchBayesianSkopt: Config 20 is suboptimal. Config: {'l1_ratio': 0.000840964058739826, 'topK': 1451, 'alpha': 0.0701128072932991, 'workers': 2, 'mw': 10} - results: PRECISION: 0.0427015, PRECISION_RECALL_MIN_DEN: 0.0673235, RECALL: 0.0621126, MAP: 0.0186447, MAP_MIN_DEN: 0.0291979, MRR: 0.1345244, NDCG: 0.0633300, F1: 0.0506096, HIT_RATE: 0.3071523, ARHR_ALL_HITS: 0.1577409, NOVELTY: 0.0039664, AVERAGE_POPULARITY: 0.2943768, DIVERSITY_MEAN_INTER_LIST: 0.8622248, DIVERSITY_HERFINDAHL: 0.9862162, COVERAGE_ITEM: 0.1090709, COVERAGE_ITEM_HIT: 0.0161586, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.3026809, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0082383, SHANNON_ENTROPY: 7.4876240, RATIO_DIVERSITY_HERFINDAHL: 0.9865385, RATIO_DIVERSITY_GINI: 0.0170487, RATIO_SHANNON_ENTROPY: 0.5558828, RATIO_AVERAGE_POPULARITY: 5.2508465, RATIO_NOVELTY: 0.2697681, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'l1_ratio': 0.0024364382808760338, 'topK': 3199, 'alpha': 0.09734332391106303, 'workers': 2, 'mw': 1} - results: PRECISION: 0.0421237, PRECISION_RECALL_MIN_DEN: 0.0671070, RECALL: 0.0620883, MAP: 0.0184727, MAP_MIN_DEN: 0.0291951, MRR: 0.1341411, NDCG: 0.0631106, F1: 0.0501937, HIT_RATE: 0.3059822, ARHR_ALL_HITS: 0.1568600, NOVELTY: 0.0038878, AVERAGE_POPULARITY: 0.3273846, DIVERSITY_MEAN_INTER_LIST: 0.8189781, DIVERSITY_HERFINDAHL: 0.9818918, COVERAGE_ITEM: 0.0659811, COVERAGE_ITEM_HIT: 0.0136288, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.3015278, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0053255, SHANNON_ENTROPY: 6.9963433, RATIO_DIVERSITY_HERFINDAHL: 0.9822127, RATIO_DIVERSITY_GINI: 0.0110209, RATIO_SHANNON_ENTROPY: 0.5194100, RATIO_AVERAGE_POPULARITY: 5.8396124, RATIO_NOVELTY: 0.2644239, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'l1_ratio': 0.0012782597811701343, 'topK': 1084, 'alpha': 0.0038732072648772022, 'workers': 2, 'mw': 9} - results: PRECISION: 0.0463946, PRECISION_RECALL_MIN_DEN: 0.0719639, RECALL: 0.0661115, MAP: 0.0208430, MAP_MIN_DEN: 0.0321180, MRR: 0.1464177, NDCG: 0.0687855, F1: 0.0545254, HIT_RATE: 0.3242650, ARHR_ALL_HITS: 0.1738625, NOVELTY: 0.0042105, AVERAGE_POPULARITY: 0.2257987, DIVERSITY_MEAN_INTER_LIST: 0.9304155, DIVERSITY_HERFINDAHL: 0.9930347, COVERAGE_ITEM: 0.1933325, COVERAGE_ITEM_HIT: 0.0262782, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.3195445, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0189716, SHANNON_ENTROPY: 8.6533999, RATIO_DIVERSITY_HERFINDAHL: 0.9933593, RATIO_DIVERSITY_GINI: 0.0392607, RATIO_SHANNON_ENTROPY: 0.6424302, RATIO_AVERAGE_POPULARITY: 4.0276084, RATIO_NOVELTY: 0.2863707, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'l1_ratio': 8.703417633568793e-05, 'topK': 1845, 'alpha': 0.036320301177719616, 'workers': 2, 'mw': 1} - results: PRECISION: 0.0463288, PRECISION_RECALL_MIN_DEN: 0.0729231, RECALL: 0.0673119, MAP: 0.0204265, MAP_MIN_DEN: 0.0321030, MRR: 0.1448902, NDCG: 0.0688842, F1: 0.0548832, HIT_RATE: 0.3273366, ARHR_ALL_HITS: 0.1713542, NOVELTY: 0.0039781, AVERAGE_POPULARITY: 0.2879625, DIVERSITY_MEAN_INTER_LIST: 0.8721180, DIVERSITY_HERFINDAHL: 0.9872054, COVERAGE_ITEM: 0.0899335, COVERAGE_ITEM_HIT: 0.0180765, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.3225713, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0078873, SHANNON_ENTROPY: 7.5704609, RATIO_DIVERSITY_HERFINDAHL: 0.9875281, RATIO_DIVERSITY_GINI: 0.0163223, RATIO_SHANNON_ENTROPY: 0.5620326, RATIO_AVERAGE_POPULARITY: 5.1364334, RATIO_NOVELTY: 0.2705669, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'l1_ratio': 2.133085164430525e-05, 'topK': 3725, 'alpha': 0.04174227394198122, 'workers': 2, 'mw': 8} - results: PRECISION: 0.0447784, PRECISION_RECALL_MIN_DEN: 0.0704827, RECALL: 0.0650221, MAP: 0.0196339, MAP_MIN_DEN: 0.0307102, MRR: 0.1402291, NDCG: 0.0663390, F1: 0.0530341, HIT_RATE: 0.3185608, ARHR_ALL_HITS: 0.1652637, NOVELTY: 0.0039966, AVERAGE_POPULARITY: 0.2833544, DIVERSITY_MEAN_INTER_LIST: 0.8761885, DIVERSITY_HERFINDAHL: 0.9876124, COVERAGE_ITEM: 0.1060921, COVERAGE_ITEM_HIT: 0.0177500, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.3139233, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0088664, SHANNON_ENTROPY: 7.6542797, RATIO_DIVERSITY_HERFINDAHL: 0.9879352, RATIO_DIVERSITY_GINI: 0.0183486, RATIO_SHANNON_ENTROPY: 0.5682553, RATIO_AVERAGE_POPULARITY: 5.0542383, RATIO_NOVELTY: 0.2718270, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'l1_ratio': 4.9529913494622495e-05, 'topK': 1908, 'alpha': 0.07971567210667263, 'workers': 2, 'mw': 6} - results: PRECISION: 0.0434255, PRECISION_RECALL_MIN_DEN: 0.0687041, RECALL: 0.0634551, MAP: 0.0190269, MAP_MIN_DEN: 0.0298575, MRR: 0.1366884, NDCG: 0.0645720, F1: 0.0515635, HIT_RATE: 0.3111014, ARHR_ALL_HITS: 0.1606260, NOVELTY: 0.0039331, AVERAGE_POPULARITY: 0.3047950, DIVERSITY_MEAN_INTER_LIST: 0.8500814, DIVERSITY_HERFINDAHL: 0.9850019, COVERAGE_ITEM: 0.0926266, COVERAGE_ITEM_HIT: 0.0158730, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.3065725, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0071029, SHANNON_ENTROPY: 7.3307123, RATIO_DIVERSITY_HERFINDAHL: 0.9853238, RATIO_DIVERSITY_GINI: 0.0146991, RATIO_SHANNON_ENTROPY: 0.5442336, RATIO_AVERAGE_POPULARITY: 5.4366775, RATIO_NOVELTY: 0.2675064, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'l1_ratio': 0.020142378028088135, 'topK': 971, 'alpha': 0.06298045444417101, 'workers': 2, 'mw': 9} - results: PRECISION: 0.0385110, PRECISION_RECALL_MIN_DEN: 0.0601100, RECALL: 0.0552486, MAP: 0.0169259, MAP_MIN_DEN: 0.0261709, MRR: 0.1238017, NDCG: 0.0571444, F1: 0.0453859, HIT_RATE: 0.2808249, ARHR_ALL_HITS: 0.1442114, NOVELTY: 0.0039993, AVERAGE_POPULARITY: 0.2856138, DIVERSITY_MEAN_INTER_LIST: 0.8697687, DIVERSITY_HERFINDAHL: 0.9869705, COVERAGE_ITEM: 0.1417554, COVERAGE_ITEM_HIT: 0.0136288, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.2767368, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0103557, SHANNON_ENTROPY: 7.6328701, RATIO_DIVERSITY_HERFINDAHL: 0.9872931, RATIO_DIVERSITY_GINI: 0.0214306, RATIO_SHANNON_ENTROPY: 0.5666659, RATIO_AVERAGE_POPULARITY: 5.0945394, RATIO_NOVELTY: 0.2720109, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'l1_ratio': 0.009798852293118129, 'topK': 5255, 'alpha': 0.01629218249554786, 'workers': 2, 'mw': 6} - results: PRECISION: 0.0462045, PRECISION_RECALL_MIN_DEN: 0.0723028, RECALL: 0.0666074, MAP: 0.0206006, MAP_MIN_DEN: 0.0320749, MRR: 0.1456277, NDCG: 0.0687216, F1: 0.0545609, HIT_RATE: 0.3254351, ARHR_ALL_HITS: 0.1724586, NOVELTY: 0.0041114, AVERAGE_POPULARITY: 0.2521671, DIVERSITY_MEAN_INTER_LIST: 0.9075304, DIVERSITY_HERFINDAHL: 0.9907464, COVERAGE_ITEM: 0.1709716, COVERAGE_ITEM_HIT: 0.0203207, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.3206976, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0144832, SHANNON_ENTROPY: 8.1961753, RATIO_DIVERSITY_HERFINDAHL: 0.9910702, RATIO_DIVERSITY_GINI: 0.0299723, RATIO_SHANNON_ENTROPY: 0.6084858, RATIO_AVERAGE_POPULARITY: 4.4979450, RATIO_NOVELTY: 0.2796294, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'l1_ratio': 0.0455033386416069, 'topK': 4295, 'alpha': 0.020308673767139192, 'workers': 2, 'mw': 2} - results: PRECISION: 0.0425552, PRECISION_RECALL_MIN_DEN: 0.0667736, RECALL: 0.0616195, MAP: 0.0189690, MAP_MIN_DEN: 0.0295957, MRR: 0.1361800, NDCG: 0.0636526, F1: 0.0503429, HIT_RATE: 0.3053240, ARHR_ALL_HITS: 0.1601115, NOVELTY: 0.0041033, AVERAGE_POPULARITY: 0.2747382, DIVERSITY_MEAN_INTER_LIST: 0.8780030, DIVERSITY_HERFINDAHL: 0.9877939, COVERAGE_ITEM: 0.0278696, COVERAGE_ITEM_HIT: 0.0131391, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.3008792, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0053756, SHANNON_ENTROPY: 7.3218504, RATIO_DIVERSITY_HERFINDAHL: 0.9881167, RATIO_DIVERSITY_GINI: 0.0111245, RATIO_SHANNON_ENTROPY: 0.5435757, RATIO_AVERAGE_POPULARITY: 4.9005504, RATIO_NOVELTY: 0.2790834, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'l1_ratio': 1.167519302778769e-05, 'topK': 2956, 'alpha': 0.017194263204317863, 'workers': 2, 'mw': 9} - results: PRECISION: 0.0460728, PRECISION_RECALL_MIN_DEN: 0.0723057, RECALL: 0.0666093, MAP: 0.0204187, MAP_MIN_DEN: 0.0316797, MRR: 0.1445517, NDCG: 0.0682853, F1: 0.0544697, HIT_RATE: 0.3252157, ARHR_ALL_HITS: 0.1710773, NOVELTY: 0.0040736, AVERAGE_POPULARITY: 0.2603296, DIVERSITY_MEAN_INTER_LIST: 0.9006826, DIVERSITY_HERFINDAHL: 0.9900617, COVERAGE_ITEM: 0.1250663, COVERAGE_ITEM_HIT: 0.0208512, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.3204814, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0113894, SHANNON_ENTROPY: 8.0242131, RATIO_DIVERSITY_HERFINDAHL: 0.9903852, RATIO_DIVERSITY_GINI: 0.0235697, RATIO_SHANNON_ENTROPY: 0.5957193, RATIO_AVERAGE_POPULARITY: 4.6435423, RATIO_NOVELTY: 0.2770637, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'l1_ratio': 2.410345504029806e-05, 'topK': 1037, 'alpha': 0.09241813307432444, 'workers': 2, 'mw': 2} - results: PRECISION: 0.0433377, PRECISION_RECALL_MIN_DEN: 0.0687467, RECALL: 0.0635531, MAP: 0.0189503, MAP_MIN_DEN: 0.0298257, MRR: 0.1366710, NDCG: 0.0645493, F1: 0.0515338, HIT_RATE: 0.3120521, ARHR_ALL_HITS: 0.1603774, NOVELTY: 0.0039024, AVERAGE_POPULARITY: 0.3177565, DIVERSITY_MEAN_INTER_LIST: 0.8327969, DIVERSITY_HERFINDAHL: 0.9832736, COVERAGE_ITEM: 0.0947484, COVERAGE_ITEM_HIT: 0.0153018, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.3075094, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0066578, SHANNON_ENTROPY: 7.1747194, RATIO_DIVERSITY_HERFINDAHL: 0.9835950, RATIO_DIVERSITY_GINI: 0.0137780, RATIO_SHANNON_ENTROPY: 0.5326527, RATIO_AVERAGE_POPULARITY: 5.6678744, RATIO_NOVELTY: 0.2654149, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'l1_ratio': 1.7909818844734932e-05, 'topK': 5585, 'alpha': 0.04952166057273824, 'workers': 2, 'mw': 7} - results: PRECISION: 0.0444274, PRECISION_RECALL_MIN_DEN: 0.0700341, RECALL: 0.0646247, MAP: 0.0195498, MAP_MIN_DEN: 0.0306349, MRR: 0.1400774, NDCG: 0.0660897, F1: 0.0526557, HIT_RATE: 0.3170250, ARHR_ALL_HITS: 0.1648120, NOVELTY: 0.0039809, AVERAGE_POPULARITY: 0.2888593, DIVERSITY_MEAN_INTER_LIST: 0.8698315, DIVERSITY_HERFINDAHL: 0.9869768, COVERAGE_ITEM: 0.1056025, COVERAGE_ITEM_HIT: 0.0172196, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.3124099, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0084994, SHANNON_ENTROPY: 7.5763742, RATIO_DIVERSITY_HERFINDAHL: 0.9872994, RATIO_DIVERSITY_GINI: 0.0175890, RATIO_SHANNON_ENTROPY: 0.5624716, RATIO_AVERAGE_POPULARITY: 5.1524306, RATIO_NOVELTY: 0.2707578, 
SearchBayesianSkopt: Config 32 is suboptimal. Config: {'l1_ratio': 1.9790389986504812e-05, 'topK': 4744, 'alpha': 0.017437040337650096, 'workers': 2, 'mw': 1} - results: PRECISION: 0.0481205, PRECISION_RECALL_MIN_DEN: 0.0754209, RECALL: 0.0695311, MAP: 0.0213777, MAP_MIN_DEN: 0.0334450, MRR: 0.1502189, NDCG: 0.0714665, F1: 0.0568776, HIT_RATE: 0.3357467, ARHR_ALL_HITS: 0.1784323, NOVELTY: 0.0040378, AVERAGE_POPULARITY: 0.2696656, DIVERSITY_MEAN_INTER_LIST: 0.8924726, DIVERSITY_HERFINDAHL: 0.9892407, COVERAGE_ITEM: 0.1000122, COVERAGE_ITEM_HIT: 0.0211776, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.3308590, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0095717, SHANNON_ENTROPY: 7.8655455, RATIO_DIVERSITY_HERFINDAHL: 0.9895640, RATIO_DIVERSITY_GINI: 0.0198082, RATIO_SHANNON_ENTROPY: 0.5839397, RATIO_AVERAGE_POPULARITY: 4.8100701, RATIO_NOVELTY: 0.2746271, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'l1_ratio': 1.203760633288714e-05, 'topK': 697, 'alpha': 0.08950430588504202, 'workers': 2, 'mw': 6} - results: PRECISION: 0.0431988, PRECISION_RECALL_MIN_DEN: 0.0683240, RECALL: 0.0631032, MAP: 0.0189350, MAP_MIN_DEN: 0.0297023, MRR: 0.1360514, NDCG: 0.0642359, F1: 0.0512875, HIT_RATE: 0.3091268, ARHR_ALL_HITS: 0.1598760, NOVELTY: 0.0039340, AVERAGE_POPULARITY: 0.3063439, DIVERSITY_MEAN_INTER_LIST: 0.8473330, DIVERSITY_HERFINDAHL: 0.9847271, COVERAGE_ITEM: 0.1064594, COVERAGE_ITEM_HIT: 0.0159546, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.3046267, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0076329, SHANNON_ENTROPY: 7.3327747, RATIO_DIVERSITY_HERFINDAHL: 0.9850489, RATIO_DIVERSITY_GINI: 0.0157959, RATIO_SHANNON_ENTROPY: 0.5443867, RATIO_AVERAGE_POPULARITY: 5.4643053, RATIO_NOVELTY: 0.2675685, 
SearchBayesianSkopt: Config 34 is suboptimal. Config: {'l1_ratio': 0.0002541702933742231, 'topK': 2380, 'alpha': 0.07690684264580391, 'workers': 2, 'mw': 2} - results: PRECISION: 0.0438496, PRECISION_RECALL_MIN_DEN: 0.0695623, RECALL: 0.0642773, MAP: 0.0192902, MAP_MIN_DEN: 0.0303799, MRR: 0.1386940, NDCG: 0.0654876, F1: 0.0521338, HIT_RATE: 0.3149042, ARHR_ALL_HITS: 0.1629829, NOVELTY: 0.0039115, AVERAGE_POPULARITY: 0.3132881, DIVERSITY_MEAN_INTER_LIST: 0.8397027, DIVERSITY_HERFINDAHL: 0.9839641, COVERAGE_ITEM: 0.0892806, COVERAGE_ITEM_HIT: 0.0155874, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.3103200, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0066134, SHANNON_ENTROPY: 7.2290642, RATIO_DIVERSITY_HERFINDAHL: 0.9842857, RATIO_DIVERSITY_GINI: 0.0136860, RATIO_SHANNON_ENTROPY: 0.5366872, RATIO_AVERAGE_POPULARITY: 5.5881706, RATIO_NOVELTY: 0.2660392, 
SearchBayesianSkopt: Config 35 is suboptimal. Config: {'l1_ratio': 0.0824079195345989, 'topK': 5716, 'alpha': 0.011642883277053541, 'workers': 2, 'mw': 5} - results: PRECISION: 0.0423431, PRECISION_RECALL_MIN_DEN: 0.0659161, RECALL: 0.0606528, MAP: 0.0190119, MAP_MIN_DEN: 0.0293489, MRR: 0.1370876, NDCG: 0.0633005, F1: 0.0498705, HIT_RATE: 0.3043001, ARHR_ALL_HITS: 0.1608282, NOVELTY: 0.0041705, AVERAGE_POPULARITY: 0.2438912, DIVERSITY_MEAN_INTER_LIST: 0.9130461, DIVERSITY_HERFINDAHL: 0.9912979, COVERAGE_ITEM: 0.2467050, COVERAGE_ITEM_HIT: 0.0179132, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.2998703, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0213133, SHANNON_ENTROPY: 8.4334822, RATIO_DIVERSITY_HERFINDAHL: 0.9916219, RATIO_DIVERSITY_GINI: 0.0441069, RATIO_SHANNON_ENTROPY: 0.6261035, RATIO_AVERAGE_POPULARITY: 4.3503278, RATIO_NOVELTY: 0.2836494, 
SearchBayesianSkopt: Config 36 is suboptimal. Config: {'l1_ratio': 6.0866202418439096e-05, 'topK': 3452, 'alpha': 0.05830694411666437, 'workers': 2, 'mw': 9} - results: PRECISION: 0.0434767, PRECISION_RECALL_MIN_DEN: 0.0686414, RECALL: 0.0633582, MAP: 0.0190577, MAP_MIN_DEN: 0.0298541, MRR: 0.1371047, NDCG: 0.0646107, F1: 0.0515675, HIT_RATE: 0.3119058, ARHR_ALL_HITS: 0.1610147, NOVELTY: 0.0039691, AVERAGE_POPULARITY: 0.2923874, DIVERSITY_MEAN_INTER_LIST: 0.8654346, DIVERSITY_HERFINDAHL: 0.9865371, COVERAGE_ITEM: 0.0995634, COVERAGE_ITEM_HIT: 0.0167707, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.3073652, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0080219, SHANNON_ENTROPY: 7.5099913, RATIO_DIVERSITY_HERFINDAHL: 0.9868596, RATIO_DIVERSITY_GINI: 0.0166010, RATIO_SHANNON_ENTROPY: 0.5575433, RATIO_AVERAGE_POPULARITY: 5.2153610, RATIO_NOVELTY: 0.2699526, 
SearchBayesianSkopt: Config 37 is suboptimal. Config: {'l1_ratio': 0.0013346156786118025, 'topK': 4913, 'alpha': 0.0012215769952742823, 'workers': 2, 'mw': 5} - results: PRECISION: 0.0459997, PRECISION_RECALL_MIN_DEN: 0.0705273, RECALL: 0.0645766, MAP: 0.0209787, MAP_MIN_DEN: 0.0320318, MRR: 0.1462229, NDCG: 0.0682229, F1: 0.0537277, HIT_RATE: 0.3175369, ARHR_ALL_HITS: 0.1741997, NOVELTY: 0.0042942, AVERAGE_POPULARITY: 0.2173667, DIVERSITY_MEAN_INTER_LIST: 0.9361561, DIVERSITY_HERFINDAHL: 0.9936088, COVERAGE_ITEM: 0.2927735, COVERAGE_ITEM_HIT: 0.0292161, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.3129144, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0313004, SHANNON_ENTROPY: 9.0708184, RATIO_DIVERSITY_HERFINDAHL: 0.9939335, RATIO_DIVERSITY_GINI: 0.0647746, RATIO_SHANNON_ENTROPY: 0.6734195, RATIO_AVERAGE_POPULARITY: 3.8772060, RATIO_NOVELTY: 0.2920636, 
SearchBayesianSkopt: Config 38 is suboptimal. Config: {'l1_ratio': 0.0007407774052783049, 'topK': 5605, 'alpha': 0.092010356696256, 'workers': 2, 'mw': 3} - results: PRECISION: 0.0430744, PRECISION_RECALL_MIN_DEN: 0.0684438, RECALL: 0.0632661, MAP: 0.0188570, MAP_MIN_DEN: 0.0297016, MRR: 0.1359398, NDCG: 0.0642300, F1: 0.0512533, HIT_RATE: 0.3097850, ARHR_ALL_HITS: 0.1595570, NOVELTY: 0.0039148, AVERAGE_POPULARITY: 0.3149467, DIVERSITY_MEAN_INTER_LIST: 0.8362397, DIVERSITY_HERFINDAHL: 0.9836179, COVERAGE_ITEM: 0.1085812, COVERAGE_ITEM_HIT: 0.0153426, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.3052753, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0073240, SHANNON_ENTROPY: 7.2368176, RATIO_DIVERSITY_HERFINDAHL: 0.9839393, RATIO_DIVERSITY_GINI: 0.0151567, RATIO_SHANNON_ENTROPY: 0.5372629, RATIO_AVERAGE_POPULARITY: 5.6177550, RATIO_NOVELTY: 0.2662622, 
